config,proposal_id,proposal_key,ground_truth,predicted,detected,latency_ms,neighbor_count
F_wanli_full,c-sem-37,p-sem-37,conflict,benign,False,1642.2,10
F_wanli_full,c-sem-38,p-sem-38,conflict,benign,False,111.4,2
F_wanli_full,c-sem-39,p-sem-39,conflict,benign,False,565.8,8
F_wanli_full,c-sem-40,p-sem-40,conflict,benign,False,944.6,10
F_wanli_full,sb-add-01,p-sben-01,benign,benign,False,650.9,10
F_wanli_full,sb-add-02,p-sben-02,benign,benign,False,1027.5,8
F_wanli_full,sb-add-03,p-sben-03,benign,benign,False,518.7,3
F_wanli_full,sb-add-04,p-sben-04,benign,benign,False,340.9,10
F_wanli_full,sb-add-05,p-sben-05,benign,benign,False,569.2,9
F_wanli_full,sb-add-07,p-sben-06,benign,benign,False,433.3,2
F_wanli_full,sb-add-09,p-sben-07,benign,benign,False,508.5,5
F_wanli_full,sb-add-10,p-sben-08,benign,benign,False,610.5,9
F_wanli_full,sb-api-14,p-sben-09,benign,benign,False,445.6,3
F_wanli_full,sb-dec-06,p-sben-10,benign,benign,False,647.7,10
F_wanli_full,sb-mig-03,p-sben-11,benign,benign,False,191.5,6
F_wanli_full,sb-mon-02,p-sben-12,benign,benign,False,541.2,7
F_wanli_full,sb-par-01,p-sben-13,benign,benign,False,441.0,2
F_wanli_full,sb-par-02,p-sben-14,benign,benign,False,637.7,9
F_wanli_full,sb-par-03,p-sben-15,benign,benign,False,548.4,7
F_wanli_full,sb-par-04,p-sben-16,benign,benign,False,913.7,10
F_wanli_full,sb-par-05,p-sben-17,benign,benign,False,1089.3,5
F_wanli_full,sb-par-06,p-sben-18,benign,benign,False,457.1,3
F_wanli_full,sb-par-07,p-sben-19,benign,benign,False,572.8,9
F_wanli_full,sb-par-08,p-sben-20,benign,benign,False,595.7,10
F_wanli_full,sb-par-09,p-sben-21,benign,benign,False,554.2,7
F_wanli_full,sb-par-10,p-sben-22,benign,benign,False,2800.4,10
F_wanli_full,sb-stk-01,p-sben-23,benign,benign,False,1206.5,10
F_wanli_full,sb-stk-02,p-sben-24,benign,benign,False,616.1,10
F_wanli_full,sb-tst-01,p-sben-25,benign,benign,False,795.2,7
F_wanli_full,sb-tst-02,p-sben-26,benign,benign,False,240.9,5
G_wanli_relaxed,c-sem-01,p-api-01,conflict,benign,False,5480.0,2
G_wanli_relaxed,c-sem-02,p-dec-05,conflict,benign,False,569.0,10
G_wanli_relaxed,c-sem-03,p-dec-07,conflict,conflict,True,1233.2,4
G_wanli_relaxed,c-sem-04,p-dec-04,conflict,benign,False,477.9,10
G_wanli_relaxed,c-sem-05,p-dec-08,conflict,benign,False,1059.5,10
G_wanli_relaxed,c-sem-06,p-feat-09,conflict,benign,False,464.4,10
G_wanli_relaxed,c-sem-07,p-dec-02,conflict,conflict,True,1345.1,10
G_wanli_relaxed,c-sem-08,p-dec-03,conflict,benign,False,236.1,2
G_wanli_relaxed,c-sem-09,p-sem-09,conflict,benign,False,349.7,6
G_wanli_relaxed,c-sem-10,p-con-06,conflict,conflict,True,1236.2,10
G_wanli_relaxed,c-sem-11,p-sem-11,conflict,benign,False,433.0,10
G_wanli_relaxed,c-sem-12,p-sem-12,conflict,benign,False,176.5,2
G_wanli_relaxed,c-sem-13,p-sem-13,conflict,benign,False,423.2,10
G_wanli_relaxed,c-sem-14,p-sem-14,conflict,benign,False,244.3,5
G_wanli_relaxed,c-sem-15,p-sem-15,conflict,conflict,True,2889.2,10
G_wanli_relaxed,c-sem-16,p-sem-16,conflict,conflict,True,1753.8,10
G_wanli_relaxed,c-sem-17,p-sem-17,conflict,benign,False,728.6,3
G_wanli_relaxed,c-sem-18,p-sem-18,conflict,benign,False,306.2,6
G_wanli_relaxed,c-sem-19,p-sem-19,conflict,benign,False,458.9,10
G_wanli_relaxed,c-sem-20,p-sem-20,conflict,benign,False,226.3,2
G_wanli_relaxed,c-sem-21,p-sem-21,conflict,benign,False,1123.9,10
G_wanli_relaxed,c-sem-22,p-sem-22,conflict,conflict,True,1304.2,10
G_wanli_relaxed,c-sem-23,p-sem-23,conflict,benign,False,440.0,10
G_wanli_relaxed,c-sem-24,p-sem-24,conflict,benign,False,744.2,6
G_wanli_relaxed,c-sem-25,p-sem-25,conflict,benign,False,417.1,9
G_wanli_relaxed,c-sem-26,p-sem-26,conflict,conflict,True,2498.5,10
G_wanli_relaxed,c-sem-27,p-sem-27,conflict,conflict,True,1153.5,2
G_wanli_relaxed,c-sem-28,p-sem-28,conflict,conflict,True,928.4,5
G_wanli_relaxed,c-sem-29,p-sem-29,conflict,benign,False,293.3,4
G_wanli_relaxed,c-sem-30,p-sem-30,conflict,benign,False,820.1,2
G_wanli_relaxed,c-sem-31,p-sem-31,conflict,benign,False,233.6,4
G_wanli_relaxed,c-sem-32,p-sem-32,conflict,conflict,True,1081.2,3
G_wanli_relaxed,c-sem-33,p-sem-33,conflict,benign,False,2259.8,9
G_wanli_relaxed,c-sem-34,p-sem-34,conflict,benign,False,1225.8,10
G_wanli_relaxed,c-sem-35,p-sem-35,conflict,conflict,True,2668.0,10
G_wanli_relaxed,c-sem-36,p-sem-36,conflict,benign,False,386.7,10
G_wanli_relaxed,c-sem-37,p-sem-37,conflict,benign,False,2524.2,10
G_wanli_relaxed,c-sem-38,p-sem-38,conflict,benign,False,171.2,2
G_wanli_relaxed,c-sem-39,p-sem-39,conflict,benign,False,824.3,8
G_wanli_relaxed,c-sem-40,p-sem-40,conflict,benign,False,1350.7,10
G_wanli_relaxed,sb-add-01,p-sben-01,benign,benign,False,914.9,10
G_wanli_relaxed,sb-add-02,p-sben-02,benign,benign,False,1507.3,8
G_wanli_relaxed,sb-add-03,p-sben-03,benign,benign,False,753.4,3
G_wanli_relaxed,sb-add-04,p-sben-04,benign,benign,False,460.6,10
G_wanli_relaxed,sb-add-05,p-sben-05,benign,benign,False,890.9,9
G_wanli_relaxed,sb-add-07,p-sben-06,benign,benign,False,645.2,2
G_wanli_relaxed,sb-add-09,p-sben-07,benign,benign,False,874.8,5
G_wanli_relaxed,sb-add-10,p-sben-08,benign,benign,False,1076.7,9
G_wanli_relaxed,sb-api-14,p-sben-09,benign,benign,False,620.7,3
G_wanli_relaxed,sb-dec-06,p-sben-10,benign,benign,False,655.0,10
G_wanli_relaxed,sb-mig-03,p-sben-11,benign,benign,False,193.7,6
G_wanli_relaxed,sb-mon-02,p-sben-12,benign,benign,False,541.1,7
G_wanli_relaxed,sb-par-01,p-sben-13,benign,benign,False,455.1,2
G_wanli_relaxed,sb-par-02,p-sben-14,benign,benign,False,623.5,9
G_wanli_relaxed,sb-par-03,p-sben-15,benign,benign,False,557.8,7
G_wanli_relaxed,sb-par-04,p-sben-16,benign,benign,False,896.9,10
G_wanli_relaxed,sb-par-05,p-sben-17,benign,benign,False,972.1,5
G_wanli_relaxed,sb-par-06,p-sben-18,benign,benign,False,482.3,3
G_wanli_relaxed,sb-par-07,p-sben-19,benign,benign,False,609.0,9
G_wanli_relaxed,sb-par-08,p-sben-20,benign,benign,False,591.9,10
G_wanli_relaxed,sb-par-09,p-sben-21,benign,benign,False,551.3,7
G_wanli_relaxed,sb-par-10,p-sben-22,benign,benign,False,2857.8,10
G_wanli_relaxed,sb-stk-01,p-sben-23,benign,benign,False,1196.3,10
G_wanli_relaxed,sb-stk-02,p-sben-24,benign,benign,False,634.4,10
G_wanli_relaxed,sb-tst-01,p-sben-25,benign,benign,False,534.4,7
G_wanli_relaxed,sb-tst-02,p-sben-26,benign,benign,False,185.0,5
