profile,injection_number,gold_class,proposal_key,cohort_keys,neo4j_same_key_count,neo4j_neighbor_count,neo4j_inbound_deps,lab_classes,lab_findings_n,coarse_agreement,log_async_detected
T_sem_nli,181,constraint_violation,research.p3.ph2.team_fact.181,research.p3.ph2.team_fact.181;research.p3.ph2.team_cap.181,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,182,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,183,semantic_contradiction,research.p3.sem.183.events,research.p3.sem.183.queue;research.p3.sem.183.events,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,184,temporal_invalidation,research.p3.tmpov.184,research.p3.tmpov.184;research.p3.tmpov.184,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,185,constraint_violation,research.p3.ph2.team_fact.185,research.p3.ph2.team_fact.185;research.p3.ph2.team_cap.185,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,186,dependency_impact,stack.runtime,stack.runtime,20,0,1,temporal_invalidation,5,partial,True
T_sem_nli,187,semantic_contradiction,research.p3.sem.187.identity,research.p3.sem.187.authn;research.p3.sem.187.identity,2,1,0,temporal_invalidation,2,partial,True
T_sem_nli,188,temporal_invalidation,research.p3.tmpov.188,research.p3.tmpov.188;research.p3.tmpov.188,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,189,constraint_violation,research.p3.ph2.team_fact.189,research.p3.ph2.team_fact.189;research.p3.ph2.team_cap.189,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,190,dependency_impact,stack.ingest_batch,stack.ingest_batch,23,0,3,temporal_invalidation,4,partial,True
T_sem_nli,191,semantic_contradiction,research.p3.sem.191.persistence,research.p3.sem.191.datastore;research.p3.sem.191.persistence,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,192,temporal_invalidation,research.p3.tmpov.192,research.p3.tmpov.192;research.p3.tmpov.192,6,0,0,temporal_invalidation,2,match,True
T_sem_nli,193,constraint_violation,research.p3.ph2.team_fact.193,research.p3.ph2.team_fact.193;research.p3.ph2.team_cap.193,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,194,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,195,semantic_contradiction,research.p3.sem.195.analytics_db,research.p3.sem.195.warehouse;research.p3.sem.195.analytics_db,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,196,temporal_invalidation,research.p3.tmpov.196,research.p3.tmpov.196;research.p3.tmpov.196,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,197,constraint_violation,research.p3.ph2.team_fact.197,research.p3.ph2.team_fact.197;research.p3.ph2.team_cap.197,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,198,temporal_invalidation,research.p3.tmpov.198,research.p3.tmpov.198;research.p3.tmpov.198,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,199,dependency_impact,stack.ingest_batch,stack.ingest_batch,23,0,3,temporal_invalidation,4,partial,True
T_sem_nli,200,semantic_contradiction,research.p3.sem.200.analytics_db,research.p3.sem.200.warehouse;research.p3.sem.200.analytics_db,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
